order_id,order_status
6387,PROCESSING
6388,COMPLETE
6389,PENDING
6390,PENDING
6391,PENDING_PAYMENT
6392,PENDING_PAYMENT
6393,PENDING_PAYMENT
6394,CLOSED
6395,COMPLETE
6396,SUSPECTED_FRAUD
6397,COMPLETE
6398,PENDING
6399,COMPLETE
6400,PENDING
6401,PENDING_PAYMENT
6402,COMPLETE
6403,SUSPECTED_FRAUD
6404,COMPLETE
6405,COMPLETE
6406,ON_HOLD
6407,CLOSED
6408,CLOSED
6409,PROCESSING
6410,PENDING_PAYMENT
6411,CLOSED
6412,COMPLETE
6413,ON_HOLD
6414,COMPLETE
6415,PENDING
6416,SUSPECTED_FRAUD
6417,COMPLETE
6418,PROCESSING
6419,COMPLETE
6420,COMPLETE
6421,PROCESSING
6422,COMPLETE
6423,COMPLETE
6424,COMPLETE
6425,PROCESSING
6426,SUSPECTED_FRAUD
6427,COMPLETE
6428,PENDING_PAYMENT
6429,COMPLETE
6430,PROCESSING
6431,PENDING_PAYMENT
6432,CLOSED
6433,PROCESSING
6434,PROCESSING
6435,COMPLETE
6436,PROCESSING
6437,PROCESSING
6438,COMPLETE
6439,CLOSED
6440,PENDING
6441,PROCESSING
6442,PENDING_PAYMENT
6443,CLOSED
6444,PENDING_PAYMENT
6445,PROCESSING
6446,COMPLETE
6447,COMPLETE
6448,PENDING
6449,PROCESSING
6450,PENDING
6451,COMPLETE
6452,PROCESSING
6453,PENDING
6454,PENDING_PAYMENT
6455,ON_HOLD
6456,COMPLETE
6457,PENDING_PAYMENT
6458,PENDING_PAYMENT
6459,COMPLETE
6460,COMPLETE
6461,PENDING_PAYMENT
6462,PENDING
6463,PROCESSING
6464,PENDING_PAYMENT
6465,PENDING
6466,COMPLETE
6467,PENDING
6468,PAYMENT_REVIEW
6469,PENDING_PAYMENT
6470,PENDING
6471,COMPLETE
6472,CLOSED
6473,PENDING
6474,CANCELED
6475,COMPLETE
6476,PENDING
6477,CLOSED
6478,ON_HOLD
6479,PENDING_PAYMENT
6480,PENDING_PAYMENT
6481,PENDING_PAYMENT
6482,CANCELED
6483,PENDING_PAYMENT
6484,PENDING_PAYMENT
6485,PENDING_PAYMENT
6486,COMPLETE
6487,PROCESSING
6488,COMPLETE
6489,PROCESSING
6490,CLOSED
6491,PENDING
6492,COMPLETE
6493,COMPLETE
6494,PENDING_PAYMENT
6495,COMPLETE
6496,COMPLETE
6497,PENDING_PAYMENT
6498,PENDING_PAYMENT
6499,PROCESSING
6500,PROCESSING
6501,COMPLETE
6502,COMPLETE
6503,PENDING_PAYMENT
6504,CLOSED
6505,PENDING
6506,PENDING_PAYMENT
6507,PROCESSING
6508,COMPLETE
6509,CLOSED
6510,COMPLETE
6511,COMPLETE
6512,PENDING_PAYMENT
6513,CLOSED
6514,CANCELED
6515,COMPLETE
6516,PAYMENT_REVIEW
6517,PENDING_PAYMENT
6518,COMPLETE
6519,PROCESSING
6520,COMPLETE
6521,SUSPECTED_FRAUD
6522,SUSPECTED_FRAUD
6523,PENDING_PAYMENT
6524,COMPLETE
6525,PROCESSING
6526,PROCESSING
6527,PENDING_PAYMENT
6528,COMPLETE
6529,CLOSED
6530,CLOSED
6531,PENDING_PAYMENT
6532,PROCESSING
6533,COMPLETE
6534,COMPLETE
6535,COMPLETE
6536,COMPLETE
6537,PROCESSING
6538,PENDING
6539,PENDING_PAYMENT
6540,COMPLETE
6541,COMPLETE
6542,CLOSED
6543,ON_HOLD
6544,PROCESSING
6545,PENDING_PAYMENT
6546,CLOSED
6547,CLOSED
6548,CANCELED
6549,PROCESSING
6550,CANCELED
6551,PENDING_PAYMENT
6552,CLOSED
6553,COMPLETE
6554,PROCESSING
6555,PENDING_PAYMENT
6556,COMPLETE
6557,PENDING_PAYMENT
6558,PROCESSING
6559,CLOSED
6560,CLOSED
6561,PENDING
6562,PENDING_PAYMENT
6563,PROCESSING
6564,PENDING
6565,PENDING_PAYMENT
6566,PENDING_PAYMENT
6567,COMPLETE
6568,PENDING_PAYMENT
6569,CLOSED
6570,PROCESSING
6571,PENDING
6572,CLOSED
6573,COMPLETE
6574,CLOSED
6575,PENDING_PAYMENT
6576,COMPLETE
6577,COMPLETE
6578,PENDING_PAYMENT
6579,COMPLETE
6580,PAYMENT_REVIEW
6581,SUSPECTED_FRAUD
6582,PROCESSING
6583,PROCESSING
6584,CLOSED
6585,CLOSED
6586,PENDING_PAYMENT
6587,PENDING_PAYMENT
6588,PENDING
6589,PENDING_PAYMENT
6590,PENDING_PAYMENT
6591,CANCELED
6592,COMPLETE
6593,PENDING
6594,COMPLETE
6595,CLOSED
6596,COMPLETE
6597,PROCESSING
6598,PENDING_PAYMENT
6599,PENDING
6600,COMPLETE
6601,CLOSED
6602,PROCESSING
6603,COMPLETE
6604,PROCESSING
6605,COMPLETE
6606,COMPLETE
6607,PENDING_PAYMENT
6608,ON_HOLD
6609,COMPLETE
6610,COMPLETE
6611,PENDING_PAYMENT
6612,PENDING_PAYMENT
6613,COMPLETE
6614,COMPLETE
6615,PENDING_PAYMENT
6616,PROCESSING
6617,PROCESSING
6618,PENDING_PAYMENT
6619,CLOSED
6620,COMPLETE
6621,COMPLETE
6622,ON_HOLD
6623,CLOSED
6624,PENDING
6625,PROCESSING
6626,PENDING_PAYMENT
6627,COMPLETE
6628,CLOSED
6629,COMPLETE
6630,PENDING_PAYMENT
6631,PROCESSING
6632,PROCESSING
6633,PENDING_PAYMENT
6634,PROCESSING
6635,PROCESSING
6636,COMPLETE
6637,PENDING
6638,COMPLETE
6639,PENDING_PAYMENT
6640,CLOSED
6641,COMPLETE
6642,ON_HOLD
6643,CLOSED
6644,ON_HOLD
6645,COMPLETE
6646,PENDING
6647,PENDING_PAYMENT
6648,COMPLETE
6649,CLOSED
6650,ON_HOLD
6651,COMPLETE
6652,PROCESSING
6653,COMPLETE
6654,PROCESSING
6655,PENDING
6656,COMPLETE
6657,COMPLETE
6658,PENDING
6659,PENDING_PAYMENT
6660,PENDING_PAYMENT
6661,PENDING_PAYMENT
6662,COMPLETE
6663,COMPLETE
6664,COMPLETE
6665,CLOSED
6666,PROCESSING
6667,PENDING
6668,PROCESSING
6669,CLOSED
6670,CLOSED
6671,PENDING_PAYMENT
6672,COMPLETE
6673,COMPLETE
6674,ON_HOLD
6675,COMPLETE
6676,PENDING
6677,PENDING_PAYMENT
6678,PENDING_PAYMENT
6679,PENDING
6680,COMPLETE
6681,COMPLETE
6682,COMPLETE
6683,COMPLETE
6684,COMPLETE
6685,CLOSED
6686,PENDING
6687,PENDING
6688,PENDING_PAYMENT
6689,COMPLETE
6690,PROCESSING
6691,CLOSED
6692,PENDING_PAYMENT
6693,CLOSED
6694,COMPLETE
6695,ON_HOLD
6696,COMPLETE
6697,CLOSED
6698,CLOSED
6699,COMPLETE
6700,PENDING_PAYMENT
6701,COMPLETE
6702,COMPLETE
6703,COMPLETE
6704,COMPLETE
6705,PENDING
6706,COMPLETE
6707,COMPLETE
6708,PENDING_PAYMENT
6709,PENDING_PAYMENT
6710,CLOSED
6711,PENDING_PAYMENT
6712,PENDING
6713,SUSPECTED_FRAUD
6714,COMPLETE
6715,CLOSED
6716,COMPLETE
6717,PENDING_PAYMENT
6718,PROCESSING
6719,COMPLETE
6720,COMPLETE
6721,COMPLETE
6722,PROCESSING
6723,PENDING
6724,ON_HOLD
6725,PENDING
6726,COMPLETE
6727,PENDING_PAYMENT
6728,CLOSED
6729,PENDING
6730,CLOSED
6731,ON_HOLD
6732,COMPLETE
6733,COMPLETE
6734,PROCESSING
6735,PENDING_PAYMENT
6736,ON_HOLD
6737,COMPLETE
6738,PENDING_PAYMENT
6739,ON_HOLD
6740,COMPLETE
6741,ON_HOLD
6742,ON_HOLD
6743,COMPLETE
6744,COMPLETE
6745,PROCESSING
6746,COMPLETE
6747,PENDING_PAYMENT
6748,CLOSED
6749,COMPLETE
6750,CANCELED
6751,COMPLETE
6752,CLOSED
6753,PENDING_PAYMENT
6754,PENDING_PAYMENT
6755,COMPLETE
6756,ON_HOLD
6757,PENDING
6758,SUSPECTED_FRAUD
6759,ON_HOLD
6760,COMPLETE
6761,CLOSED
6762,COMPLETE
6763,PENDING_PAYMENT
6764,ON_HOLD
6765,PENDING_PAYMENT
6766,COMPLETE
6767,PROCESSING
6768,CLOSED
6769,COMPLETE
6770,COMPLETE
6771,PENDING_PAYMENT
6772,PROCESSING
6773,PENDING_PAYMENT
6774,PENDING_PAYMENT
6775,CLOSED
6776,PROCESSING
6777,CLOSED
6778,CLOSED
6779,COMPLETE
6780,PENDING_PAYMENT
6781,COMPLETE
6782,PENDING_PAYMENT
6783,PENDING_PAYMENT
6784,COMPLETE
6785,COMPLETE
6786,COMPLETE
6787,PENDING
6788,PENDING
6789,COMPLETE
6790,ON_HOLD
6791,PENDING_PAYMENT
6792,PROCESSING
6793,ON_HOLD
6794,COMPLETE
6795,PAYMENT_REVIEW
6796,PROCESSING
6797,CLOSED
6798,PENDING
6799,PROCESSING
6800,PAYMENT_REVIEW
6801,PENDING
6802,ON_HOLD
6803,PENDING_PAYMENT
6804,CLOSED
6805,COMPLETE
6806,COMPLETE
6807,CLOSED
6808,PENDING_PAYMENT
6809,PROCESSING
6810,COMPLETE
6811,PENDING_PAYMENT
6812,PENDING_PAYMENT
6813,PROCESSING
6814,PROCESSING
6815,PENDING_PAYMENT
6816,COMPLETE
6817,PENDING_PAYMENT
6818,CLOSED
6819,CANCELED
6820,PENDING
6821,PROCESSING
6822,PENDING
6823,COMPLETE
6824,ON_HOLD
6825,PROCESSING
6826,PENDING_PAYMENT
6827,PENDING_PAYMENT
6828,PENDING_PAYMENT
6829,PENDING_PAYMENT
6830,PROCESSING
6831,COMPLETE
6832,PENDING
6833,CLOSED
6834,CLOSED
6835,COMPLETE
6836,PENDING_PAYMENT
6837,COMPLETE
6838,CLOSED
6839,PENDING_PAYMENT
6840,COMPLETE
6841,COMPLETE
6842,SUSPECTED_FRAUD
6843,COMPLETE
6844,PROCESSING
6845,PENDING_PAYMENT
6846,COMPLETE
6847,CANCELED
6848,PENDING_PAYMENT
6849,PENDING_PAYMENT
6850,PENDING
6851,COMPLETE
6852,COMPLETE
6853,CLOSED
6854,COMPLETE
6855,PROCESSING
6856,PENDING_PAYMENT
6857,COMPLETE
6858,PROCESSING
6859,PENDING_PAYMENT
6860,SUSPECTED_FRAUD
6861,PENDING_PAYMENT
6862,PROCESSING
6863,CLOSED
6864,COMPLETE
6865,PENDING_PAYMENT
6866,PENDING
6867,SUSPECTED_FRAUD
6868,CLOSED
6869,PENDING_PAYMENT
6870,PROCESSING
6871,PROCESSING
6872,ON_HOLD
6873,PENDING_PAYMENT
6874,COMPLETE
6875,PENDING_PAYMENT
6876,COMPLETE
6877,ON_HOLD
6878,COMPLETE
6879,PENDING_PAYMENT
6880,ON_HOLD
6881,CLOSED
6882,ON_HOLD
6883,COMPLETE
6884,PENDING_PAYMENT
6885,PROCESSING
6886,COMPLETE
6887,COMPLETE
6888,PENDING
6889,PENDING
6890,PENDING_PAYMENT
6891,CLOSED
6892,COMPLETE
6893,COMPLETE
6894,COMPLETE
6895,COMPLETE
6896,ON_HOLD
6897,COMPLETE
6898,CANCELED
6899,PENDING_PAYMENT
6900,ON_HOLD
6901,COMPLETE
6902,PENDING_PAYMENT
6903,COMPLETE
6904,PROCESSING
6905,CLOSED
6906,PENDING
6907,PROCESSING
6908,PROCESSING
6909,PENDING
6910,PENDING_PAYMENT
6911,PENDING_PAYMENT
6912,CLOSED
6913,COMPLETE
6914,CLOSED
6915,PENDING
6916,PROCESSING
6917,COMPLETE
6918,COMPLETE
6919,COMPLETE
6920,SUSPECTED_FRAUD
6921,CLOSED
6922,COMPLETE
6923,COMPLETE
6924,COMPLETE
6925,PENDING_PAYMENT
6926,COMPLETE
6927,ON_HOLD
6928,ON_HOLD
6929,PENDING_PAYMENT
6930,PENDING_PAYMENT
6931,PAYMENT_REVIEW
6932,PENDING_PAYMENT
6933,COMPLETE
6934,PROCESSING
6935,CLOSED
6936,PROCESSING
6937,COMPLETE
6938,COMPLETE
6939,COMPLETE
6940,COMPLETE
6941,PENDING
6942,CLOSED
6943,COMPLETE
6944,CLOSED
6945,COMPLETE
6946,ON_HOLD
6947,PENDING_PAYMENT
6948,PENDING_PAYMENT
6949,PENDING_PAYMENT
6950,CLOSED
6951,COMPLETE
6952,PENDING_PAYMENT
6953,COMPLETE
6954,CLOSED
6955,CLOSED
6956,PENDING_PAYMENT
6957,PROCESSING
6958,CLOSED
6959,COMPLETE
6960,PROCESSING
6961,PENDING_PAYMENT
6962,PENDING
6963,PENDING_PAYMENT
6964,PROCESSING
6965,SUSPECTED_FRAUD
6966,PENDING_PAYMENT
6967,PENDING_PAYMENT
6968,COMPLETE
6969,PENDING
6970,COMPLETE
6971,PENDING_PAYMENT
6972,COMPLETE
6973,PENDING_PAYMENT
6974,ON_HOLD
6975,COMPLETE
6976,COMPLETE
6977,SUSPECTED_FRAUD
6978,COMPLETE
6979,COMPLETE
6980,PENDING
6981,PENDING_PAYMENT
6982,PENDING
6983,CLOSED
6984,PENDING_PAYMENT
6985,PENDING
6986,PROCESSING
6987,COMPLETE
6988,COMPLETE
6989,COMPLETE
6990,PENDING
6991,PROCESSING
6992,PENDING_PAYMENT
6993,PENDING_PAYMENT
6994,PENDING
6995,PROCESSING
6996,COMPLETE
6997,PROCESSING
6998,COMPLETE
6999,COMPLETE
7000,PENDING
7001,COMPLETE
7002,PENDING
7003,PENDING_PAYMENT
7004,CANCELED
7005,COMPLETE
7006,PENDING_PAYMENT
7007,COMPLETE
7008,COMPLETE
7009,COMPLETE
7010,PROCESSING
7011,PROCESSING
7012,PENDING
7013,PENDING
7014,COMPLETE
7015,PENDING_PAYMENT
7016,CLOSED
7017,COMPLETE
7018,PENDING_PAYMENT
7019,CANCELED
7020,COMPLETE
7021,COMPLETE
7022,CLOSED
7023,PENDING_PAYMENT
7024,PENDING_PAYMENT
7025,COMPLETE
7026,PENDING_PAYMENT
7027,COMPLETE
7028,ON_HOLD
7029,PROCESSING
7030,COMPLETE
7031,PENDING_PAYMENT
7032,PENDING
7033,COMPLETE
7034,SUSPECTED_FRAUD
7035,CANCELED
7036,PENDING
7037,PENDING
7038,PROCESSING
7039,PENDING_PAYMENT
7040,COMPLETE
7041,CLOSED
7042,PENDING_PAYMENT
7043,COMPLETE
7044,PROCESSING
7045,COMPLETE
7046,PENDING
7047,PENDING
7048,SUSPECTED_FRAUD
7049,CLOSED
7050,CLOSED
7051,PROCESSING
7052,COMPLETE
7053,CANCELED
7054,PENDING_PAYMENT
7055,COMPLETE
7056,CLOSED
7057,PENDING
7058,COMPLETE
7059,PENDING
7060,PENDING
7061,COMPLETE
7062,PENDING_PAYMENT
7063,CLOSED
7064,PENDING_PAYMENT
7065,PENDING
7066,ON_HOLD
7067,CANCELED
7068,PENDING_PAYMENT
7069,PENDING_PAYMENT
7070,PROCESSING
7071,PENDING_PAYMENT
7072,COMPLETE
7073,PENDING
7074,PENDING
7075,PENDING
7076,COMPLETE
7077,CLOSED
7078,COMPLETE
7079,PENDING_PAYMENT
7080,PENDING_PAYMENT
7081,CANCELED
7082,COMPLETE
7083,COMPLETE
7084,PROCESSING
7085,COMPLETE
7086,PENDING_PAYMENT
7087,CLOSED
7088,ON_HOLD
7089,PENDING_PAYMENT
7090,COMPLETE
7091,PENDING
7092,PENDING_PAYMENT
7093,CANCELED
7094,COMPLETE
7095,PROCESSING
7096,PENDING
7097,COMPLETE
7098,COMPLETE
7099,COMPLETE
7100,CANCELED
7101,ON_HOLD
7102,PENDING
7103,PENDING_PAYMENT
7104,PENDING_PAYMENT
7105,SUSPECTED_FRAUD
7106,PENDING_PAYMENT
7107,COMPLETE
7108,PENDING_PAYMENT
7109,CLOSED
7110,PENDING_PAYMENT
7111,PENDING_PAYMENT
7112,PROCESSING
7113,COMPLETE
7114,COMPLETE
7115,COMPLETE
7116,PENDING
7117,COMPLETE
7118,COMPLETE
7119,PROCESSING
7120,PENDING_PAYMENT
7121,PROCESSING
7122,PENDING
7123,PENDING_PAYMENT
7124,ON_HOLD
7125,COMPLETE
7126,PENDING_PAYMENT
7127,PENDING
7128,COMPLETE
7129,COMPLETE
7130,PAYMENT_REVIEW
7131,PENDING
7132,COMPLETE
7133,ON_HOLD
7134,COMPLETE
7135,COMPLETE
7136,PAYMENT_REVIEW
7137,COMPLETE
7138,COMPLETE
7139,ON_HOLD
7140,PROCESSING
7141,CANCELED
7142,PROCESSING
7143,PENDING_PAYMENT
7144,PENDING
7145,COMPLETE
7146,PENDING_PAYMENT
7147,PENDING
7148,COMPLETE
7149,PENDING_PAYMENT
7150,PENDING_PAYMENT
7151,COMPLETE
7152,CLOSED
7153,COMPLETE
7154,PENDING_PAYMENT
7155,COMPLETE
7156,PROCESSING
7157,PENDING_PAYMENT
7158,SUSPECTED_FRAUD
7159,CLOSED
7160,CLOSED
7161,CLOSED
7162,ON_HOLD
7163,COMPLETE
7164,COMPLETE
7165,COMPLETE
7166,PENDING_PAYMENT
7167,PROCESSING
7168,CLOSED
7169,PROCESSING
7170,COMPLETE
7171,PENDING_PAYMENT
7172,ON_HOLD
7173,PENDING_PAYMENT
7174,PENDING_PAYMENT
7175,PROCESSING
7176,ON_HOLD
7177,COMPLETE
7178,COMPLETE
7179,SUSPECTED_FRAUD
7180,PENDING_PAYMENT
7181,PENDING_PAYMENT
7182,COMPLETE
7183,ON_HOLD
7184,PENDING
7185,PENDING_PAYMENT
7186,COMPLETE
7187,CANCELED
7188,COMPLETE
7189,COMPLETE
7190,COMPLETE
7191,ON_HOLD
7192,PENDING_PAYMENT
7193,PENDING_PAYMENT
7194,PENDING_PAYMENT
7195,PENDING_PAYMENT
7196,CLOSED
7197,COMPLETE
7198,COMPLETE
7199,CLOSED
7200,ON_HOLD
7201,PROCESSING
7202,PENDING
7203,CLOSED
7204,COMPLETE
7205,COMPLETE
7206,COMPLETE
7207,PENDING_PAYMENT
7208,COMPLETE
7209,COMPLETE
7210,COMPLETE
7211,COMPLETE
7212,COMPLETE
7213,CLOSED
7214,PENDING_PAYMENT
7215,COMPLETE
7216,PENDING
7217,COMPLETE
7218,PENDING
7219,CLOSED
7220,COMPLETE
7221,COMPLETE
7222,COMPLETE
7223,PENDING_PAYMENT
7224,PENDING_PAYMENT
7225,PENDING_PAYMENT
7226,PAYMENT_REVIEW
7227,COMPLETE
7228,CLOSED
7229,CLOSED
7230,PROCESSING
7231,ON_HOLD
7232,COMPLETE
7233,CLOSED
7234,COMPLETE
7235,COMPLETE
7236,COMPLETE
7237,PENDING
7238,COMPLETE
7239,PROCESSING
7240,PENDING
7241,PENDING
7242,ON_HOLD
7243,CLOSED
7244,COMPLETE
7245,ON_HOLD
7246,PENDING_PAYMENT
7247,PENDING
7248,COMPLETE
7249,PROCESSING
7250,CLOSED
7251,PROCESSING
7252,SUSPECTED_FRAUD
7253,PENDING_PAYMENT
7254,CLOSED
7255,PROCESSING
7256,COMPLETE
7257,COMPLETE
7258,CLOSED
7259,PROCESSING
7260,PENDING_PAYMENT
7261,ON_HOLD
7262,PENDING_PAYMENT
7263,ON_HOLD
7264,COMPLETE
7265,COMPLETE
7266,PENDING_PAYMENT
7267,COMPLETE
7268,PENDING
7269,COMPLETE
7270,PENDING
7271,PENDING
7272,PROCESSING
7273,COMPLETE
7274,PROCESSING
7275,CLOSED
7276,PENDING_PAYMENT
7277,CLOSED
7278,PENDING
7279,COMPLETE
7280,PROCESSING
7281,CLOSED
7282,CLOSED
7283,COMPLETE
7284,PENDING
7285,PROCESSING
7286,PENDING_PAYMENT
7287,SUSPECTED_FRAUD
7288,COMPLETE
7289,COMPLETE
7290,PROCESSING
7291,COMPLETE
7292,COMPLETE
7293,PENDING_PAYMENT
7294,COMPLETE
7295,CLOSED
7296,COMPLETE
7297,CLOSED
7298,COMPLETE
7299,COMPLETE
7300,COMPLETE
7301,CLOSED
7302,COMPLETE
7303,ON_HOLD
7304,COMPLETE
7305,PENDING
7306,PROCESSING
7307,PROCESSING
7308,COMPLETE
7309,PENDING
7310,PENDING_PAYMENT
7311,PENDING_PAYMENT
7312,COMPLETE
7313,COMPLETE
7314,COMPLETE
7315,PROCESSING
7316,COMPLETE
7317,ON_HOLD
7318,COMPLETE
7319,COMPLETE
7320,PENDING_PAYMENT
7321,CLOSED
7322,CLOSED
7323,PENDING
7324,COMPLETE
7325,COMPLETE
7326,COMPLETE
7327,PENDING
7328,PENDING_PAYMENT
7329,ON_HOLD
7330,PENDING_PAYMENT
7331,CLOSED
7332,COMPLETE
7333,PENDING_PAYMENT
7334,PENDING
7335,PENDING_PAYMENT
7336,PENDING_PAYMENT
7337,COMPLETE
7338,PENDING
7339,CLOSED
7340,COMPLETE
7341,PENDING_PAYMENT
7342,PENDING_PAYMENT
7343,SUSPECTED_FRAUD
7344,COMPLETE
7345,COMPLETE
7346,COMPLETE
7347,COMPLETE
7348,CLOSED
7349,ON_HOLD
7350,PENDING
7351,SUSPECTED_FRAUD
7352,PENDING_PAYMENT
7353,PENDING_PAYMENT
7354,CLOSED
7355,CLOSED
7356,CLOSED
7357,COMPLETE
7358,PENDING_PAYMENT
7359,PENDING_PAYMENT
7360,CANCELED
7361,COMPLETE
7362,ON_HOLD
7363,PENDING_PAYMENT
7364,COMPLETE
7365,COMPLETE
7366,COMPLETE
7367,ON_HOLD
7368,PROCESSING
7369,PENDING
7370,PENDING
7371,PENDING_PAYMENT
7372,COMPLETE
7373,CLOSED
7374,COMPLETE
7375,CLOSED
7376,COMPLETE
7377,COMPLETE
7378,COMPLETE
7379,PENDING
7380,PENDING
7381,COMPLETE
7382,PENDING_PAYMENT
7383,PROCESSING
7384,PAYMENT_REVIEW
7385,PENDING
7386,PENDING_PAYMENT
7387,PENDING_PAYMENT
7388,COMPLETE
7389,COMPLETE
7390,PENDING_PAYMENT
7391,CLOSED
7392,PENDING_PAYMENT
7393,COMPLETE
7394,COMPLETE
7395,CLOSED
7396,COMPLETE
7397,PENDING_PAYMENT
7398,CANCELED
7399,PENDING
7400,PENDING_PAYMENT
7401,CLOSED
7402,PROCESSING
7403,PAYMENT_REVIEW
7404,PROCESSING
7405,COMPLETE
7406,CLOSED
7407,PROCESSING
7408,PENDING
7409,SUSPECTED_FRAUD
7410,COMPLETE
7411,PROCESSING
7412,ON_HOLD
7413,SUSPECTED_FRAUD
7414,CLOSED
7415,PENDING
7416,CLOSED
7417,COMPLETE
7418,CLOSED
7419,PROCESSING
7420,PENDING_PAYMENT
7421,PENDING_PAYMENT
7422,PROCESSING
7423,CLOSED
7424,CLOSED
7425,PENDING_PAYMENT
7426,PROCESSING
7427,PENDING_PAYMENT
7428,ON_HOLD
7429,PAYMENT_REVIEW
7430,COMPLETE
7431,PENDING
7432,CLOSED
7433,ON_HOLD
7434,COMPLETE
7435,COMPLETE
7436,COMPLETE
7437,COMPLETE
7438,PROCESSING
7439,COMPLETE
7440,COMPLETE
7441,COMPLETE
7442,CLOSED
7443,PENDING
7444,COMPLETE
7445,COMPLETE
7446,CLOSED
7447,CLOSED
7448,PENDING_PAYMENT
7449,ON_HOLD
7450,PROCESSING
7451,COMPLETE
7452,PENDING
7453,PROCESSING
7454,CANCELED
7455,COMPLETE
7456,PENDING
7457,COMPLETE
7458,PENDING_PAYMENT
7459,PENDING
7460,PENDING_PAYMENT
7461,PENDING_PAYMENT
7462,PENDING_PAYMENT
7463,PENDING_PAYMENT
7464,PENDING_PAYMENT
7465,PENDING
7466,PAYMENT_REVIEW
7467,ON_HOLD
7468,PENDING_PAYMENT
7469,PENDING_PAYMENT
7470,PENDING_PAYMENT
7471,CANCELED
7472,ON_HOLD
7473,PENDING_PAYMENT
7474,PROCESSING
7475,COMPLETE
7476,COMPLETE
7477,PENDING_PAYMENT
7478,COMPLETE
7479,COMPLETE
7480,COMPLETE
7481,SUSPECTED_FRAUD
7482,COMPLETE
7483,ON_HOLD
7484,PROCESSING
7485,PROCESSING
7486,COMPLETE
7487,PENDING_PAYMENT
7488,COMPLETE
7489,COMPLETE
7490,PENDING
7491,CANCELED
7492,COMPLETE
7493,ON_HOLD
7494,CLOSED
7495,COMPLETE
7496,PENDING_PAYMENT
7497,PENDING_PAYMENT
7498,CLOSED
7499,PENDING_PAYMENT
7500,COMPLETE
7501,CLOSED
7502,CLOSED
7503,COMPLETE
7504,COMPLETE
7505,PAYMENT_REVIEW
7506,COMPLETE
7507,PENDING_PAYMENT
7508,PENDING_PAYMENT
7509,COMPLETE
7510,PROCESSING
7511,PENDING_PAYMENT
7512,COMPLETE
7513,CLOSED
7514,PROCESSING
7515,PENDING
7516,PAYMENT_REVIEW
7517,COMPLETE
7518,PENDING_PAYMENT
7519,ON_HOLD
7520,CLOSED
7521,PROCESSING
7522,ON_HOLD
7523,PENDING_PAYMENT
7524,ON_HOLD
7525,PENDING
7526,PROCESSING
7527,PENDING_PAYMENT
7528,PROCESSING
7529,COMPLETE
7530,PROCESSING
7531,CLOSED
7532,ON_HOLD
7533,PENDING_PAYMENT
7534,SUSPECTED_FRAUD
7535,COMPLETE
7536,PROCESSING
7537,CLOSED
7538,COMPLETE
7539,COMPLETE
7540,PROCESSING
7541,PROCESSING
7542,PENDING_PAYMENT
7543,COMPLETE
7544,PENDING
7545,PENDING_PAYMENT
7546,COMPLETE
7547,COMPLETE
7548,COMPLETE
7549,COMPLETE
7550,COMPLETE
7551,COMPLETE
7552,PENDING_PAYMENT
7553,COMPLETE
7554,COMPLETE
7555,PENDING_PAYMENT
7556,PENDING_PAYMENT
7557,COMPLETE
7558,PENDING_PAYMENT
7559,PENDING
7560,COMPLETE
7561,ON_HOLD
7562,PENDING
7563,PENDING_PAYMENT
7564,CLOSED
7565,ON_HOLD
7566,CLOSED
7567,PROCESSING
7568,COMPLETE
7569,PENDING_PAYMENT
7570,COMPLETE
7571,COMPLETE
7572,PROCESSING
7573,ON_HOLD
7574,PENDING_PAYMENT
7575,COMPLETE
7576,PENDING_PAYMENT
7577,CLOSED
7578,PENDING_PAYMENT
7579,COMPLETE
7580,PENDING
7581,PENDING_PAYMENT
7582,COMPLETE
7583,PENDING
7584,PENDING_PAYMENT
7585,PENDING
7586,PENDING_PAYMENT
7587,PENDING_PAYMENT
7588,COMPLETE
7589,COMPLETE
7590,COMPLETE
7591,COMPLETE
7592,PENDING_PAYMENT
7593,COMPLETE
7594,PENDING_PAYMENT
7595,PROCESSING
7596,PROCESSING
7597,PENDING_PAYMENT
7598,PENDING_PAYMENT
7599,COMPLETE
7600,PENDING_PAYMENT
7601,PAYMENT_REVIEW
7602,PENDING_PAYMENT
7603,COMPLETE
7604,COMPLETE
7605,COMPLETE
7606,COMPLETE
7607,CLOSED
7608,PENDING_PAYMENT
7609,COMPLETE
7610,PENDING
7611,COMPLETE
7612,PENDING
7613,PROCESSING
7614,PENDING_PAYMENT
7615,COMPLETE
7616,PROCESSING
7617,PENDING
7618,PENDING_PAYMENT
7619,PENDING_PAYMENT
7620,COMPLETE
7621,PENDING
7622,PENDING_PAYMENT
7623,PENDING
7624,PENDING_PAYMENT
7625,CLOSED
7626,CLOSED
7627,COMPLETE
7628,PENDING_PAYMENT
7629,COMPLETE
7630,PENDING_PAYMENT
7631,ON_HOLD
7632,ON_HOLD
7633,COMPLETE
7634,COMPLETE
7635,PENDING
7636,COMPLETE
7637,COMPLETE
7638,CLOSED
7639,CLOSED
7640,PENDING
7641,PENDING_PAYMENT
7642,CLOSED
7643,CANCELED
7644,COMPLETE
7645,COMPLETE
7646,COMPLETE
7647,PENDING_PAYMENT
7648,PROCESSING
7649,PROCESSING
7650,CLOSED
7651,CLOSED
7652,PENDING_PAYMENT
7653,PENDING_PAYMENT
7654,COMPLETE
7655,COMPLETE
